ENSG00000224934	1	-0.18689	99	100.0	0.99
ENSG00000235823	1	0.7524106666666667	32	1100.0	0.02909090909090909
ENSG00000227128	2	0.35251466666666664	40	100.0	0.4
ENSG00000272933	1	1.8990639999999999	43	1100.0	0.03909090909090909
ENSG00000273485	1	0.25333733333333336	35	100.0	0.35
ENSG00000225768	1	0.141779	30	100.0	0.3
ENSG00000225383	1	0.004370666666666668	76	100.0	0.76
ENSG00000229981	1	0.164237	18	100.0	0.18
ENSG00000229240	1	0.18591633333333335	45	100.0	0.45
ENSG00000203434	1	-0.009533000000000002	79	100.0	0.79
ENSG00000229206	1	-0.04870466666666667	72	100.0	0.72
ENSG00000177640	4	0.04742675000000002	77	100.0	0.77
ENSG00000227165	1	-0.05644066666666667	49	100.0	0.49
ENSG00000271670	2	0.0836725	45	100.0	0.45
ENSG00000231138	1	-0.21544566666666665	97	100.0	0.97
ENSG00000228021	1	0.36193933333333334	31	100.0	0.31
ENSG00000223528	1	-0.32459133333333334	89	100.0	0.89
ENSG00000237489	1	-0.11867	67	100.0	0.67
ENSG00000234311	1	0.11301666666666665	15	100.0	0.15
ENSG00000234531	1	0.407265	19	100.0	0.19
ENSG00000232903	1	-0.313015	55	100.0	0.55
ENSG00000240707	2	-0.2671415	65	100.0	0.65
ENSG00000235245	1	0.03789066666666667	90	100.0	0.9
ENSG00000268549	1	-0.6038906666666667	100	100.0	1.0
ENSG00000229751	1	0.17495566666666665	68	100.0	0.68
ENSG00000232739	1	0.4404523333333333	50	1100.0	0.045454545454545456
ENSG00000204832	1	-0.016916	48	100.0	0.48
ENSG00000226083	1	4.223274666666666	32	1100.0	0.02909090909090909
ENSG00000238246	1	0.7414176666666666	67	1100.0	0.060909090909090906
ENSG00000234962	1	-0.11116633333333333	77	100.0	0.77
ENSG00000226694	1	-0.1894273333333333	68	100.0	0.68
ENSG00000260205	1	0.5399293333333334	11	100.0	0.11
ENSG00000231422	1	0.18871233333333334	153	1100.0	0.1390909090909091
ENSG00000233642	1	-0.10018266666666668	87	100.0	0.87
ENSG00000235281	2	-0.17243966666666666	85	100.0	0.85
ENSG00000233261	1	0.027728666666666665	65	100.0	0.65
ENSG00000262412	1	0.24146299999999998	35	100.0	0.35
ENSG00000272381	1	-0.008176333333333334	71	100.0	0.71
ENSG00000237036	1	-0.03458866666666666	61	100.0	0.61
ENSG00000196960	1	-0.607892	82	100.0	0.82
ENSG00000229656	2	0.6453725	74	1100.0	0.06727272727272728
ENSG00000203565	1	-0.37463833333333335	78	100.0	0.78
ENSG00000223470	1	-0.381446	100	100.0	1.0
ENSG00000271335	1	0.49338033333333337	32	100.0	0.32
ENSG00000273312	2	-0.07711366666666666	74	100.0	0.74
ENSG00000226447	1	0.45224233333333336	14	100.0	0.14
ENSG00000272983	1	0.046630000000000005	45	100.0	0.45
ENSG00000233117	1	-0.255132	41	100.0	0.41
ENSG00000273008	1	-0.14365733333333333	93	100.0	0.93
ENSG00000237389	1	-0.24204066666666668	87	100.0	0.87
ENSG00000224812	1	0.13136766666666666	23	100.0	0.23
ENSG00000226667	1	0.12107733333333333	83	100.0	0.83
ENSG00000226200	2	-0.02058183333333334	91	100.0	0.91
ENSG00000231131	1	0.15305766666666668	32	100.0	0.32
ENSG00000228651	1	-0.02607	86	100.0	0.86
ENSG00000256462	1	0.43220433333333336	87	100.0	0.87
ENSG00000236744	1	0.07829399999999999	52	100.0	0.52
ENSG00000261076	1	-0.08425500000000001	84	100.0	0.84
ENSG00000227244	1	0.315918	18	100.0	0.18
ENSG00000215244	1	-0.163264	69	100.0	0.69
ENSG00000228566	2	0.49862749999999995	17	100.0	0.17
ENSG00000237943	1	-0.1503	75	100.0	0.75
ENSG00000224714	1	-0.4812906666666666	100	100.0	1.0
ENSG00000235356	1	0.157305	39	100.0	0.39
ENSG00000228065	2	0.3545033333333334	11	100.0	0.11
ENSG00000225140	1	-0.03194666666666667	40	100.0	0.4
ENSG00000238266	1	-0.06742966666666667	37	100.0	0.37
ENSG00000260400	1	-0.11161033333333333	81	100.0	0.81
ENSG00000271409	1	0.040427	50	100.0	0.5
ENSG00000259267	1	-0.17513933333333334	93	100.0	0.93
ENSG00000223817	1	0.04338866666666666	96	100.0	0.96
ENSG00000221817	1	0.16240466666666664	45	100.0	0.45
ENSG00000268584	1	0.6280453333333333	31	100.0	0.31
ENSG00000272791	1	0.015952666666666667	55	100.0	0.55
ENSG00000232342	1	0.037856	80	100.0	0.8
ENSG00000234149	1	1.425156	25	100.0	0.25
ENSG00000237149	1	1.8707473333333333	21	100.0	0.21
ENSG00000272692	1	-0.5063746666666666	100	100.0	1.0
ENSG00000268659	1	-0.372704	100	100.0	1.0
ENSG00000236467	1	2.0105113333333335	25	1100.0	0.022727272727272728
ENSG00000224500	1	0.07657733333333333	100	100.0	1.0
ENSG00000224596	1	-0.04054633333333333	70	100.0	0.7
ENSG00000273372	1	0.5131683333333333	85	1100.0	0.07727272727272727
ENSG00000230091	1	0.167331	14	100.0	0.14
ENSG00000232170	1	0.467085	172	1100.0	0.15636363636363637
ENSG00000226861	1	1.2489166666666665	21	100.0	0.21
ENSG00000233258	1	0.03271833333333333	61	100.0	0.61
ENSG00000237267	2	-0.0012925000000000002	55	100.0	0.55
ENSG00000270002	1	-0.11215366666666667	39	100.0	0.39
ENSG00000227896	1	0.05589466666666667	67	100.0	0.67
ENSG00000272631	1	0.13789166666666666	66	100.0	0.66
ENSG00000272734	1	0.10902966666666665	61	100.0	0.61
ENSG00000225913	2	1.3944121666666667	15	1100.0	0.013636363636363636
ENSG00000226159	1	-0.7957763333333334	100	100.0	1.0
ENSG00000238291	1	-0.10069	87	100.0	0.87
ENSG00000228553	1	0.07168433333333334	29	100.0	0.29
ENSG00000226688	1	0.46710466666666667	21	100.0	0.21
ENSG00000177853	1	0.6111036666666666	36	100.0	0.36
ENSG00000261254	1	0.010248	51	100.0	0.51
ENSG00000230864	1	-0.006815666666666669	27	100.0	0.27
ENSG00000215869	1	-0.035048666666666665	50	100.0	0.5
ENSG00000272078	5	2.0796734666666667	150	1100.0	0.13636363636363635
ENSG00000237460	2	-0.08687183333333334	83	100.0	0.83
ENSG00000223823	1	-0.24512433333333336	61	100.0	0.61
ENSG00000230489	1	0.11089433333333333	42	100.0	0.42
ENSG00000226822	1	-0.249663	91	100.0	0.91
ENSG00000273382	2	0.7478573333333334	82	1100.0	0.07454545454545454
ENSG00000254865	2	0.10476733333333335	22	100.0	0.22
ENSG00000254422	1	1.2727073333333332	39	100.0	0.39
ENSG00000110347	1	0.033483	92	100.0	0.92
ENSG00000254554	1	0.22717333333333334	100	100.0	1.0
ENSG00000272141	1	0.3558613333333333	74	1100.0	0.06727272727272728
ENSG00000254433	1	0.3863303333333333	31	100.0	0.31
ENSG00000247271	1	0.13126833333333332	77	100.0	0.77
ENSG00000273373	2	-0.03910833333333334	81	100.0	0.81
ENSG00000224699	3	0.08498466666666665	49	100.0	0.49
ENSG00000254659	1	0.32681533333333335	19	100.0	0.19
ENSG00000205231	1	-0.10884866666666666	88	100.0	0.88
ENSG00000255428	1	0.142382	80	100.0	0.8
ENSG00000254990	1	-0.26118033333333335	100	100.0	1.0
ENSG00000254450	1	1.3877763333333333	28	100.0	0.28
ENSG00000250303	1	-0.21785000000000002	89	100.0	0.89
ENSG00000254968	1	-0.045054666666666666	68	100.0	0.68
ENSG00000256947	1	-0.062825	100	100.0	1.0
ENSG00000255599	1	0.389006	23	100.0	0.23
ENSG00000260254	1	0.4242866666666667	37	100.0	0.37
ENSG00000246100	1	-0.005124333333333333	68	100.0	0.68
ENSG00000237937	1	0.24658233333333332	32	100.0	0.32
ENSG00000231865	3	0.29310688888888886	29	100.0	0.29
ENSG00000255274	1	-0.16004566666666667	68	100.0	0.68
ENSG00000255422	1	-0.44364033333333336	100	100.0	1.0
ENSG00000254740	1	0.5894916666666666	100	100.0	1.0
ENSG00000254561	1	0.29486666666666667	19	100.0	0.19
ENSG00000260948	1	0.13934366666666667	38	100.0	0.38
ENSG00000243960	1	0.12189066666666666	75	100.0	0.75
ENSG00000259541	1	0.6873076666666668	15	100.0	0.15
ENSG00000250493	1	-0.03204933333333334	52	100.0	0.52
